t_home,t_away,t_win,t_loss,gameUID,date
UTA,DAL,UTA,DAL,52f2a06bddbd75540aba6f74,1986-01-17
WSB,NJN,WSB,NJN,52f2a06bddbd75540aba6f75,1986-01-17
DAL,SAS,DAL,SAS,52f2a08addbd75540aba6fb6,1986-01-29
POR,DAL,DAL,POR,52f2a0a0ddbd75540aba6fe6,1986-02-06
SAC,SEA,SAC,SEA,52f2a0a1ddbd75540aba6fe7,1986-02-06
WSB,DET,DET,WSB,52f2a0a2ddbd75540aba6fea,1986-02-06
CLE,IND,CLE,IND,52f2a0a2ddbd75540aba6feb,1986-02-11
GSW,LAL,GSW,LAL,52f2a0a3ddbd75540aba6fec,1986-02-11
HOU,ATL,HOU,ATL,52f2a0a3ddbd75540aba6fed,1986-02-11
LAC,PHO,LAC,PHO,52f2a0a4ddbd75540aba6fee,1986-02-11
NJN,DET,NJN,DET,52f2a0a4ddbd75540aba6fef,1986-02-11
POR,WSB,WSB,POR,52f2a0a5ddbd75540aba6ff0,1986-02-11
SAC,BOS,SAC,BOS,52f2a0a5ddbd75540aba6ff1,1986-02-11
SAS,DAL,DAL,SAS,52f2a0a6ddbd75540aba6ff2,1986-02-11
SEA,UTA,SEA,UTA,52f2a0a6ddbd75540aba6ff3,1986-02-11
DAL,DEN,DAL,DEN,52f2a0a7ddbd75540aba6ff4,1986-02-12
DET,NYK,DET,NYK,52f2a0a7ddbd75540aba6ff5,1986-02-12
IND,MIL,MIL,IND,52f2a0a8ddbd75540aba6ff6,1986-02-12
PHI,CHI,PHI,CHI,52f2a0a8ddbd75540aba6ff7,1986-02-12
PHO,LAL,LAL,PHO,52f2a0a9ddbd75540aba6ff8,1986-02-12
CLE,NJN,CLE,NJN,52f2a0a9ddbd75540aba6ff9,1986-02-13
GSW,WSB,GSW,WSB,52f2a0aaddbd75540aba6ffa,1986-02-13
LAC,POR,LAC,POR,52f2a0aaddbd75540aba6ffb,1986-02-13
MIL,UTA,MIL,UTA,52f2a0aaddbd75540aba6ffc,1986-02-13
NYK,PHI,PHI,NYK,52f2a0abddbd75540aba6ffd,1986-02-13
SAC,ATL,ATL,SAC,52f2a0abddbd75540aba6ffe,1986-02-13
LAC,HOU,LAC,HOU,52f2a0b1ddbd75540aba7009,1986-02-15
ATL,IND,ATL,IND,52f2a0bfddbd75540aba7029,1986-02-21
CHI,POR,CHI,POR,52f2a0c0ddbd75540aba702a,1986-02-21
DAL,HOU,HOU,DAL,52f2a0c0ddbd75540aba702b,1986-02-21
DEN,PHO,DEN,PHO,52f2a0cbddbd75540aba7043,1986-02-25
IND,WSB,IND,WSB,52f2a0ccddbd75540aba7044,1986-02-25
NYK,BOS,BOS,NYK,52f2a0cdddbd75540aba7047,1986-02-25
ATL,CLE,ATL,CLE,52f2a0cfddbd75540aba704a,1986-02-26
BOS,SAS,BOS,SAS,52f2a0cfddbd75540aba704b,1986-02-26
DAL,LAL,LAL,DAL,52f2a0d0ddbd75540aba704c,1986-02-26
DET,LAC,DET,LAC,52f2a0d0ddbd75540aba704d,1986-02-26
PHO,POR,PHO,POR,52f2a0d1ddbd75540aba704e,1986-02-26
HOU,DEN,HOU,DEN,52f2a0d1ddbd75540aba704f,1986-02-27
NYK,DEN,NYK,DEN,52f29ff9ddbd75540aba6e85,1985-12-03
SAC,CHI,SAC,CHI,52f29ff9ddbd75540aba6e86,1985-12-03
SEA,SAS,SEA,SAS,52f29ffaddbd75540aba6e87,1985-12-03
WSB,POR,WSB,POR,52f29ffaddbd75540aba6e88,1985-12-03
ATL,POR,ATL,POR,52f29ffbddbd75540aba6e89,1985-12-04
IND,DEN,DEN,IND,52f29ffbddbd75540aba6e8a,1985-12-04
LAC,SAC,LAC,SAC,52f29ffcddbd75540aba6e8b,1985-12-04
NJN,BOS,BOS,NJN,52f29ffcddbd75540aba6e8c,1985-12-04
PHI,WSB,PHI,WSB,52f29ffdddbd75540aba6e8d,1985-12-04
PHO,CHI,PHO,CHI,52f29ffdddbd75540aba6e8e,1985-12-04
UTA,LAL,LAL,UTA,52f29ffeddbd75540aba6e8f,1985-12-04
CLE,SEA,CLE,SEA,52f29ffeddbd75540aba6e90,1985-12-05
DAL,SAS,SAS,DAL,52f29fffddbd75540aba6e91,1985-12-05
GSW,LAC,GSW,LAC,52f29fffddbd75540aba6e93,1985-12-05
NYK,MIL,MIL,NYK,52f2a000ddbd75540aba6e94,1985-12-05
ATL,MIL,ATL,MIL,52f2a000ddbd75540aba6e95,1985-12-06
BOS,POR,POR,BOS,52f2a001ddbd75540aba6e96,1985-12-06
IND,NYK,IND,NYK,52f2a001ddbd75540aba6e97,1985-12-06
LAL,HOU,LAL,HOU,52f2a002ddbd75540aba6e98,1985-12-06
PHI,DEN,DEN,PHI,52f2a002ddbd75540aba6e99,1985-12-06
PHO,UTA,PHO,UTA,52f2a003ddbd75540aba6e9a,1985-12-06
SAS,CHI,CHI,SAS,52f2a003ddbd75540aba6e9b,1985-12-06
WSB,SEA,WSB,SEA,52f2a004ddbd75540aba6e9c,1985-12-06
CLE,DEN,CLE,DEN,52f2a004ddbd75540aba6e9d,1985-12-07
DAL,GSW,DAL,GSW,52f2a005ddbd75540aba6e9e,1985-12-07
DET,SAC,SAC,DET,52f2a005ddbd75540aba6e9f,1985-12-07
HOU,CHI,HOU,CHI,52f2a005ddbd75540aba6ea0,1985-12-07
LAC,UTA,UTA,LAC,52f2a006ddbd75540aba6ea1,1985-12-07
NJN,POR,NJN,POR,52f2a006ddbd75540aba6ea2,1985-12-07
LAL,DAL,LAL,DAL,52f2a007ddbd75540aba6ea3,1985-12-08
PHI,SEA,SEA,PHI,52f2a007ddbd75540aba6ea4,1985-12-08
SAS,GSW,SAS,GSW,52f2a008ddbd75540aba6ea5,1985-12-08
WSB,SAC,WSB,SAC,52f2a008ddbd75540aba6ea6,1985-12-08
BOS,ATL,BOS,ATL,52f2a009ddbd75540aba6ea7,1985-12-10
CHI,SAS,SAS,CHI,52f2a009ddbd75540aba6ea8,1985-12-10
CLE,DET,DET,CLE,52f2a00addbd75540aba6ea9,1985-12-10
HOU,UTA,HOU,UTA,52f2a00addbd75540aba6eaa,1985-12-10
LAC,DAL,LAC,DAL,52f2a00bddbd75540aba6eab,1985-12-10
MIL,SEA,MIL,SEA,52f2a00bddbd75540aba6eac,1985-12-10
NJN,SAC,NJN,SAC,52f2a00cddbd75540aba6ead,1985-12-10
NYK,IND,NYK,IND,52f2a00cddbd75540aba6eae,1985-12-10
POR,GSW,POR,GSW,52f2a00cddbd75540aba6eaf,1985-12-10
ATL,SEA,ATL,SEA,52f2a00dddbd75540aba6eb0,1985-12-11
BOS,SAC,BOS,SAC,52f2a00dddbd75540aba6eb1,1985-12-11
DEN,LAC,DEN,LAC,52f2a00eddbd75540aba6eb2,1985-12-11
DET,WSB,WSB,DET,52f2a00eddbd75540aba6eb3,1985-12-11
DAL,DEN,DAL,DEN,52f2a017ddbd75540aba6ec6,1985-12-14
LAC,PHO,PHO,LAC,52f2a018ddbd75540aba6ec7,1985-12-14
SEA,POR,SEA,POR,52f2a0d2ddbd75540aba7050,1986-02-27
UTA,IND,UTA,IND,52f2a0d2ddbd75540aba7051,1986-02-27
WSB,GSW,WSB,GSW,52f2a0d4ddbd75540aba7052,1986-02-27
BOS,LAC,BOS,LAC,52f2a0d4ddbd75540aba7053,1986-02-28
CHI,CLE,CHI,CLE,52f2a0d5ddbd75540aba7054,1986-02-28
DAL,PHI,PHI,DAL,52f2a0d5ddbd75540aba7055,1986-02-28
DET,ATL,DET,ATL,52f2a0d6ddbd75540aba7056,1986-02-28
LAL,PHO,LAL,PHO,52f2a0d6ddbd75540aba7057,1986-02-28
MIL,WSB,MIL,WSB,52f2a0d7ddbd75540aba7058,1986-02-28
NJN,SAS,NJN,SAS,52f2a0d7ddbd75540aba7059,1986-02-28
SAC,IND,SAC,IND,52f2a0d8ddbd75540aba705a,1986-02-28
ATL,SAS,ATL,SAS,52f2a0d8ddbd75540aba705b,1986-03-01
DAL,GSW,DAL,GSW,52f2a0d9ddbd75540aba705c,1986-03-01
DEN,PHI,PHI,DEN,52f2a0d9ddbd75540aba705d,1986-03-01
NYK,NJN,NJN,NYK,52f2a0d9ddbd75540aba705e,1986-03-01
PHO,LAL,PHO,LAL,52f2a0daddbd75540aba705f,1986-03-01
POR,HOU,POR,HOU,52f2a0daddbd75540aba7060,1986-03-01
UTA,SAC,UTA,SAC,52f2a0dbddbd75540aba7061,1986-03-01
BOS,DET,BOS,DET,52f2a0dbddbd75540aba7062,1986-03-02
LAC,IND,IND,LAC,52f2a0dcddbd75540aba7063,1986-03-02
WSB,MIL,WSB,MIL,52f2a0dcddbd75540aba7064,1986-03-02
LAL,GSW,LAL,GSW,52f2a0ddddbd75540aba7065,1986-03-03
MIL,NYK,MIL,NYK,52f2a0ddddbd75540aba7066,1986-03-03
PHO,DAL,DAL,PHO,52f2a0deddbd75540aba7067,1986-03-03
SEA,HOU,SEA,HOU,52f2a0deddbd75540aba7068,1986-03-03
ATL,PHI,ATL,PHI,52f2a0dfddbd75540aba7069,1986-03-04
CHI,BOS,BOS,CHI,52f2a0dfddbd75540aba706a,1986-03-04
DEN,HOU,DEN,HOU,52f2a0e0ddbd75540aba706b,1986-03-04
DET,NJN,DET,NJN,52f2a0e0ddbd75540aba706c,1986-03-04
GSW,SAS,GSW,SAS,52f2a0e0ddbd75540aba706d,1986-03-04
LAC,CLE,LAC,CLE,52f2a0e1ddbd75540aba706e,1986-03-04
NYK,WSB,NYK,WSB,52f2a0e1ddbd75540aba706f,1986-03-04
POR,IND,POR,IND,52f2a0e2ddbd75540aba7070,1986-03-04
LAL,UTA,LAL,UTA,52f2a0e3ddbd75540aba7073,1986-03-05
PHO,CLE,CLE,PHO,52f2a0e5ddbd75540aba7076,1986-03-05
SEA,IND,IND,SEA,52f2a0e5ddbd75540aba7077,1986-03-05
GSW,LAL,LAL,GSW,52f2a0e5ddbd75540aba7078,1986-03-06
HOU,SAC,HOU,SAC,52f2a0e6ddbd75540aba7079,1986-03-06
LAC,DAL,DAL,LAC,52f2a0e6ddbd75540aba707a,1986-03-06
WSB,NYK,WSB,NYK,52f2a0e7ddbd75540aba707b,1986-03-06
DEN,IND,DEN,IND,52f2a0e8ddbd75540aba707e,1986-03-07
PHO,UTA,UTA,PHO,52f2a0eaddbd75540aba7081,1986-03-07
POR,DAL,POR,DAL,52f2a0eaddbd75540aba7082,1986-03-07
SAS,LAC,SAS,LAC,52f2a0ebddbd75540aba7083,1986-03-07
SEA,CLE,SEA,CLE,52f2a0ebddbd75540aba7084,1986-03-07
ATL,MIL,ATL,MIL,52f2a0ecddbd75540aba7085,1986-03-08
GSW,CLE,GSW,CLE,52f2a0ecddbd75540aba7086,1986-03-08
HOU,SAS,HOU,SAS,52f2a0ecddbd75540aba7087,1986-03-08
LAL,SAC,LAL,SAC,52f2a0edddbd75540aba7088,1986-03-08
POR,UTA,POR,UTA,52f2a0edddbd75540aba7089,1986-03-08
WSB,BOS,WSB,BOS,52f2a0eeddbd75540aba708a,1986-03-08
CHI,NYK,CHI,NYK,52f2a0eeddbd75540aba708b,1986-03-09
LAC,DEN,DEN,LAC,52f2a0efddbd75540aba708c,1986-03-09
NJN,PHO,NJN,PHO,52f2a0efddbd75540aba708d,1986-03-09
PHI,IND,PHI,IND,52f2a0f0ddbd75540aba708e,1986-03-09
SAC,DAL,DAL,SAC,52f2a0f0ddbd75540aba708f,1986-03-09
SEA,LAL,LAL,SEA,52f2a0f0ddbd75540aba7090,1986-03-09
DAL,BOS,DAL,BOS,52f2a0f1ddbd75540aba7091,1986-03-10
DET,PHO,PHO,DET,52f2a0f1ddbd75540aba7092,1986-03-10
GSW,SEA,SEA,GSW,52f2a0f2ddbd75540aba7093,1986-03-10
HOU,BOS,BOS,HOU,52f2a0f3ddbd75540aba7096,1986-03-11
NYK,CLE,CLE,NYK,52f2a0f5ddbd75540aba7099,1986-03-11
SAC,SAS,SAC,SAS,52f2a0f5ddbd75540aba709a,1986-03-11
CLE,WSB,WSB,CLE,52f2a0f6ddbd75540aba709b,1986-03-12
DAL,SAC,SAC,DAL,52f2a0f6ddbd75540aba709c,1986-03-12
DET,IND,DET,IND,52f2a0f7ddbd75540aba709d,1986-03-12
LAC,SEA,LAC,SEA,52f2a0f7ddbd75540aba709e,1986-03-12
MIL,PHO,PHO,MIL,52f2a0f7ddbd75540aba709f,1986-03-12
NJN,ATL,ATL,NJN,52f2a0f8ddbd75540aba70a0,1986-03-12
PHI,NYK,PHI,NYK,52f2a0f8ddbd75540aba70a1,1986-03-12
UTA,GSW,GSW,UTA,52f2a0f9ddbd75540aba70a2,1986-03-12
CHI,DEN,CHI,DEN,52f2a0f9ddbd75540aba70a3,1986-03-13
HOU,POR,HOU,POR,52f2a0faddbd75540aba70a4,1986-03-13
LAL,SEA,LAL,SEA,52f2a0faddbd75540aba70a5,1986-03-13
SAS,BOS,BOS,SAS,52f2a0fbddbd75540aba70a6,1986-03-13
ATL,BOS,BOS,ATL,52f2a0fbddbd75540aba70a7,1986-03-14
DAL,POR,DAL,POR,52f2a0fcddbd75540aba70a8,1986-03-14
DET,NYK,DET,NYK,52f2a0fcddbd75540aba70a9,1986-03-14
LAC,SAC,LAC,SAC,52f2a0fdddbd75540aba70aa,1986-03-14
MIL,IND,IND,MIL,52f2a0fdddbd75540aba70ab,1986-03-14
PHI,CLE,PHI,CLE,52f2a0feddbd75540aba70ac,1986-03-14
UTA,SAS,UTA,SAS,52f2a0feddbd75540aba70ad,1986-03-14
HOU,LAC,HOU,LAC,52f2a100ddbd75540aba70b2,1986-03-15
LAL,POR,LAL,POR,52f2a109ddbd75540aba70c4,1986-03-18
PHI,NJN,PHI,NJN,52f2a116ddbd75540aba70de,1986-03-22
NYK,IND,NYK,IND,52f2a140ddbd75540aba7136,1986-04-07
PHO,DEN,DEN,PHO,52f2a140ddbd75540aba7137,1986-04-07
SAC,DAL,SAC,DAL,52f2a140ddbd75540aba7138,1986-04-07
ATL,CHI,ATL,CHI,52f2a141ddbd75540aba7139,1986-04-08
GSW,DAL,GSW,DAL,52f2a141ddbd75540aba713a,1986-04-08
HOU,SEA,HOU,SEA,52f2a142ddbd75540aba713b,1986-04-08
MIL,BOS,BOS,MIL,52f2a142ddbd75540aba713c,1986-04-08
PHI,DET,PHI,DET,52f2a143ddbd75540aba713d,1986-04-08
POR,LAL,LAL,POR,52f2a143ddbd75540aba713e,1986-04-08
WSB,IND,IND,WSB,52f2a144ddbd75540aba713f,1986-04-08
LAC,DEN,LAC,DEN,52f2a144ddbd75540aba7140,1986-04-09
NJN,BOS,NJN,BOS,52f2a145ddbd75540aba7141,1986-04-09
PHO,SAS,SAS,PHO,52f2a145ddbd75540aba7142,1986-04-09
UTA,SAC,SAC,UTA,52f2a145ddbd75540aba7143,1986-04-09
ATL,NJN,ATL,NJN,52f2a146ddbd75540aba7144,1986-04-10
CLE,MIL,MIL,CLE,52f2a146ddbd75540aba7145,1986-04-10
DEN,PHO,DEN,PHO,52f2a147ddbd75540aba7146,1986-04-10
LAL,HOU,LAL,HOU,52f2a147ddbd75540aba7147,1986-04-10
POR,LAC,POR,LAC,52f2a148ddbd75540aba7148,1986-04-10
SAC,UTA,UTA,SAC,52f2a148ddbd75540aba7149,1986-04-10
SEA,DAL,DAL,SEA,52f2a149ddbd75540aba714a,1986-04-10
BOS,CLE,BOS,CLE,52f2a149ddbd75540aba714b,1986-04-11
CHI,WSB,CHI,WSB,52f2a14addbd75540aba714c,1986-04-11
GSW,POR,POR,GSW,52f2a14addbd75540aba714d,1986-04-11
NYK,DET,DET,NYK,52f2a14bddbd75540aba714e,1986-04-11
PHI,IND,PHI,IND,52f2a14bddbd75540aba714f,1986-04-11
ATL,IND,ATL,IND,52f2a14cddbd75540aba7150,1986-04-12
DEN,UTA,UTA,DEN,52f2a14cddbd75540aba7151,1986-04-12
HOU,PHO,PHO,HOU,52f2a14cddbd75540aba7152,1986-04-12
LAC,DAL,LAC,DAL,52f2a14dddbd75540aba7153,1986-04-12
MIL,NYK,MIL,NYK,52f2a14dddbd75540aba7154,1986-04-12
SAC,LAL,LAL,SAC,52f2a14eddbd75540aba7155,1986-04-12
SEA,GSW,SEA,GSW,52f2a14eddbd75540aba7156,1986-04-12
BOS,NJN,BOS,NJN,52f2a14fddbd75540aba7157,1986-04-13
CLE,CHI,CLE,CHI,52f2a14fddbd75540aba7158,1986-04-13
LAL,DAL,DAL,LAL,52f2a150ddbd75540aba7159,1986-04-13
PHO,LAC,PHO,LAC,52f2a150ddbd75540aba715a,1986-04-13
PHO,GSW,PHO,GSW,52f2a158ddbd75540aba7163,1986-10-31
ATL,NJN,ATL,NJN,52f2a15addbd75540aba7166,1986-11-01
NJN,SAS,SAS,NJN,52f2a167ddbd75540aba7180,1986-11-05
PHI,MIL,PHI,MIL,52f2a168ddbd75540aba7181,1986-11-05
UTA,CLE,UTA,CLE,52f2a168ddbd75540aba7182,1986-11-05
DEN,UTA,DEN,UTA,52f2a169ddbd75540aba7183,1986-11-06
HOU,LAC,LAC,HOU,52f2a169ddbd75540aba7184,1986-11-06
SAC,NYK,NYK,SAC,52f2a16addbd75540aba7185,1986-11-06
SEA,DAL,DAL,SEA,52f2a16bddbd75540aba7186,1986-11-06
ATL,PHO,ATL,PHO,52f2a16bddbd75540aba7187,1986-11-07
DET,CHI,DET,CHI,52f2a16cddbd75540aba7188,1986-11-07
GSW,CLE,CLE,GSW,52f2a16cddbd75540aba7189,1986-11-07
LAL,DEN,LAL,DEN,52f2a16dddbd75540aba718a,1986-11-07
NJN,MIL,MIL,NJN,52f2a16dddbd75540aba718b,1986-11-07
PHI,SAS,PHI,SAS,52f2a16eddbd75540aba718c,1986-11-07
POR,DAL,POR,DAL,52f2a16eddbd75540aba718d,1986-11-07
WSB,BOS,BOS,WSB,52f2a16fddbd75540aba718e,1986-11-07
ATL,WSB,ATL,WSB,52f2a16fddbd75540aba718f,1986-11-08
CHI,PHO,CHI,PHO,52f2a170ddbd75540aba7190,1986-11-08
HOU,SAC,HOU,SAC,52f2a170ddbd75540aba7191,1986-11-08
IND,SAS,IND,SAS,52f2a171ddbd75540aba7192,1986-11-08
LAL,NYK,LAL,NYK,52f2a173ddbd75540aba7196,1986-11-09
POR,PHI,PHI,POR,52f2a174ddbd75540aba7197,1986-11-09
LAC,DEN,LAC,DEN,52f2a175ddbd75540aba719a,1986-11-11
CHI,BOS,BOS,CHI,52f2a17fddbd75540aba71ac,1986-11-14
PHO,NJN,PHO,NJN,52f2a18eddbd75540aba71c8,1986-11-19
NJN,IND,NJN,IND,52f2a018ddbd75540aba6ec8,1985-12-14
NYK,SAS,NYK,SAS,52f2a019ddbd75540aba6ec9,1985-12-14
UTA,HOU,UTA,HOU,52f2a019ddbd75540aba6eca,1985-12-14
BOS,CHI,BOS,CHI,52f2a01addbd75540aba6ecb,1985-12-15
GSW,SEA,GSW,SEA,52f2a01addbd75540aba6ecc,1985-12-15
LAL,DET,LAL,DET,52f2a01bddbd75540aba6ecd,1985-12-15
MIL,SAC,MIL,SAC,52f2a01bddbd75540aba6ece,1985-12-15
ATL,NJN,ATL,NJN,52f2a01cddbd75540aba6ecf,1985-12-17
CHI,BOS,CHI,BOS,52f2a01cddbd75540aba6ed0,1985-12-17
CLE,HOU,HOU,CLE,52f2a01dddbd75540aba6ed1,1985-12-17
DEN,GSW,DEN,GSW,52f2a01dddbd75540aba6ed2,1985-12-17
IND,PHI,PHI,IND,52f2a01eddbd75540aba6ed3,1985-12-17
NYK,LAL,LAL,NYK,52f2a01eddbd75540aba6ed4,1985-12-17
SAC,DET,SAC,DET,52f2a01fddbd75540aba6ed5,1985-12-17
SAS,POR,SAS,POR,52f2a01fddbd75540aba6ed6,1985-12-17
SEA,PHO,PHO,SEA,52f2a020ddbd75540aba6ed7,1985-12-17
WSB,UTA,UTA,WSB,52f2a020ddbd75540aba6ed8,1985-12-17
BOS,DAL,BOS,DAL,52f2a021ddbd75540aba6ed9,1985-12-18
LAC,GSW,LAC,GSW,52f2a021ddbd75540aba6eda,1985-12-18
MIL,LAL,LAL,MIL,52f2a021ddbd75540aba6edb,1985-12-18
NJN,UTA,NJN,UTA,52f2a022ddbd75540aba6edc,1985-12-18
PHI,HOU,PHI,HOU,52f2a022ddbd75540aba6edd,1985-12-18
ATL,DAL,DAL,ATL,52f2a023ddbd75540aba6ede,1985-12-19
CHI,WSB,WSB,CHI,52f2a023ddbd75540aba6edf,1985-12-19
DEN,POR,DEN,POR,52f2a024ddbd75540aba6ee0,1985-12-19
SAC,PHI,PHI,SAC,52f2a03eddbd75540aba6f17,1985-12-30
UTA,SEA,UTA,SEA,52f2a03fddbd75540aba6f18,1985-12-30
POR,GSW,POR,GSW,52f2a04addbd75540aba6f30,1986-01-05
SAC,WSB,SAC,WSB,52f2a04addbd75540aba6f31,1986-01-06
SAS,PHI,PHI,SAS,52f2a04bddbd75540aba6f32,1986-01-06
SEA,PHO,PHO,SEA,52f2a04bddbd75540aba6f33,1986-01-06
ATL,LAC,ATL,LAC,52f2a04cddbd75540aba6f34,1986-01-07
CHI,NJN,NJN,CHI,52f2a04cddbd75540aba6f35,1986-01-07
DEN,DAL,DEN,DAL,52f2a04dddbd75540aba6f36,1986-01-07
DET,BOS,DET,BOS,52f2a04dddbd75540aba6f37,1986-01-07
HOU,GSW,HOU,GSW,52f2a04eddbd75540aba6f38,1986-01-07
MIL,CLE,MIL,CLE,52f2a04eddbd75540aba6f39,1986-01-07
NYK,IND,NYK,IND,52f2a04eddbd75540aba6f3a,1986-01-07
SEA,UTA,SEA,UTA,52f2a04fddbd75540aba6f3b,1986-01-07
BOS,CLE,BOS,CLE,52f2a04fddbd75540aba6f3c,1986-01-08
IND,SAC,SAC,IND,52f2a050ddbd75540aba6f3d,1986-01-08
LAL,POR,LAL,POR,52f2a050ddbd75540aba6f3e,1986-01-08
NJN,MIL,NJN,MIL,52f2a052ddbd75540aba6f3f,1986-01-08
PHI,LAC,PHI,LAC,52f2a053ddbd75540aba6f40,1986-01-08
PHO,WSB,PHO,WSB,52f2a053ddbd75540aba6f41,1986-01-08
DEN,SEA,DEN,SEA,52f2a054ddbd75540aba6f42,1986-01-09
DET,ATL,ATL,DET,52f2a054ddbd75540aba6f43,1986-01-09
HOU,SAS,HOU,SAS,52f2a054ddbd75540aba6f44,1986-01-09
UTA,WSB,WSB,UTA,52f2a055ddbd75540aba6f45,1986-01-09
BOS,ATL,BOS,ATL,52f2a055ddbd75540aba6f46,1986-01-10
ATL,CLE,ATL,CLE,52f2a18fddbd75540aba71cb,1986-11-20
DEN,POR,DEN,POR,52f2a190ddbd75540aba71cc,1986-11-20
SAS,NJN,SAS,NJN,52f2a19fddbd75540aba71e9,1986-11-25
WSB,SAS,WSB,SAS,52f2a1adddbd75540aba7203,1986-11-29
CLE,DET,CLE,DET,52f2a1b7ddbd75540aba7215,1986-12-04
LAC,NYK,NYK,LAC,52f2a1b8ddbd75540aba7218,1986-12-04
BOS,PHI,BOS,PHI,52f2a1baddbd75540aba721b,1986-12-05
ATL,CHI,ATL,CHI,52f2a1c6ddbd75540aba7232,1986-12-10
BOS,NJN,BOS,NJN,52f2a1c7ddbd75540aba7233,1986-12-10
DET,SAC,DET,SAC,52f2a1c8ddbd75540aba7236,1986-12-10
PHI,IND,PHI,IND,52f2a1caddbd75540aba7239,1986-12-10
PHO,HOU,HOU,PHO,52f2a1caddbd75540aba723a,1986-12-10
WSB,NYK,WSB,NYK,52f2a1cbddbd75540aba723b,1986-12-10
HOU,GSW,GSW,HOU,52f2a1cbddbd75540aba723c,1986-12-11
IND,CLE,IND,CLE,52f2a1ccddbd75540aba723d,1986-12-11
SEA,SAS,SEA,SAS,52f2a1ccddbd75540aba723e,1986-12-11
UTA,DAL,UTA,DAL,52f2a1cdddbd75540aba723f,1986-12-11
ATL,SAC,ATL,SAC,52f2a1cdddbd75540aba7240,1986-12-12
BOS,LAL,LAL,BOS,52f2a1ceddbd75540aba7241,1986-12-12
DEN,PHO,DEN,PHO,52f2a1cfddbd75540aba7242,1986-12-12
DET,WSB,WSB,DET,52f2a1cfddbd75540aba7243,1986-12-12
LAC,POR,POR,LAC,52f2a1d1ddbd75540aba7244,1986-12-12
MIL,CHI,CHI,MIL,52f2a1d1ddbd75540aba7245,1986-12-12
NJN,PHI,NJN,PHI,52f2a1d2ddbd75540aba7246,1986-12-12
CHI,MIL,MIL,CHI,52f2a1d2ddbd75540aba7247,1986-12-13
CLE,PHI,CLE,PHI,52f2a1d3ddbd75540aba7248,1986-12-13
DET,LAL,DET,LAL,52f2a1d4ddbd75540aba7249,1986-12-13
HOU,SAC,HOU,SAC,52f2a1d4ddbd75540aba724a,1986-12-13
IND,NJN,IND,NJN,52f2a1d5ddbd75540aba724b,1986-12-13
NYK,ATL,ATL,NYK,52f2a1d5ddbd75540aba724c,1986-12-13
UTA,LAC,UTA,LAC,52f2a1d7ddbd75540aba7250,1986-12-13
NYK,NJN,NJN,NYK,52f2a1e4ddbd75540aba7267,1986-12-18
DET,SAS,DET,SAS,52f2a1e6ddbd75540aba726b,1986-12-19
IND,CLE,IND,CLE,52f2a204ddbd75540aba72a2,1986-12-30
NYK,WSB,NYK,WSB,52f2a205ddbd75540aba72a5,1986-12-30
SEA,BOS,BOS,SEA,52f2a207ddbd75540aba72a8,1986-12-30
SAC,DEN,SAC,DEN,52f2a216ddbd75540aba72c4,1987-01-06
WSB,LAC,WSB,LAC,52f2a217ddbd75540aba72c7,1987-01-06
ATL,PHI,PHI,ATL,52f2a218ddbd75540aba72c8,1987-01-07
BOS,MIL,BOS,MIL,52f2a218ddbd75540aba72c9,1987-01-07
DAL,SAS,DAL,SAS,52f2a219ddbd75540aba72ca,1987-01-07
DET,NYK,DET,NYK,52f2a219ddbd75540aba72cb,1987-01-07
LAL,DEN,LAL,DEN,52f2a21addbd75540aba72cc,1987-01-07
NJN,WSB,NJN,WSB,52f2a21addbd75540aba72cd,1987-01-07
CHI,POR,CHI,POR,52f2a21bddbd75540aba72ce,1987-01-08
CLE,LAC,CLE,LAC,52f2a21bddbd75540aba72cf,1987-01-08
GSW,SEA,SEA,GSW,52f2a21cddbd75540aba72d0,1987-01-08
HOU,IND,HOU,IND,52f2a21cddbd75540aba72d1,1987-01-08
UTA,LAL,UTA,LAL,52f2a21dddbd75540aba72d2,1987-01-08
DAL,PHO,DAL,PHO,52f2a056ddbd75540aba6f47,1986-01-10
LAL,IND,LAL,IND,52f2a056ddbd75540aba6f48,1986-01-10
MIL,POR,MIL,POR,52f2a057ddbd75540aba6f49,1986-01-10
NJN,LAC,LAC,NJN,52f2a057ddbd75540aba6f4a,1986-01-10
PHI,SAC,PHI,SAC,52f2a058ddbd75540aba6f4b,1986-01-10
SAS,GSW,SAS,GSW,52f2a058ddbd75540aba6f4c,1986-01-10
BOS,DEN,BOS,DEN,52f2a063ddbd75540aba6f63,1986-01-15
ATL,BOS,BOS,ATL,52f2a06cddbd75540aba6f76,1986-01-18
CLE,IND,CLE,IND,52f2a06cddbd75540aba6f77,1986-01-18
HOU,NYK,HOU,NYK,52f2a06dddbd75540aba6f78,1986-01-18
LAC,UTA,LAC,UTA,52f2a06dddbd75540aba6f79,1986-01-18
NJN,DEN,NJN,DEN,52f2a06eddbd75540aba6f7a,1986-01-18
POR,PHO,POR,PHO,52f2a06eddbd75540aba6f7b,1986-01-18
SAC,SEA,SAC,SEA,52f2a06fddbd75540aba6f7c,1986-01-18
DAL,HOU,DAL,HOU,52f2a06fddbd75540aba6f7d,1986-01-19
DET,LAL,DET,LAL,52f2a070ddbd75540aba6f7e,1986-01-19
MIL,GSW,MIL,GSW,52f2a070ddbd75540aba6f7f,1986-01-19
